Order,Seasonal Order,AIC,BIC
"(0, 0, 5)","(0, 1, 0, 52)",2463.452943373243,2481.0597869720273
"(0, 0, 5)","(0, 1, 1, 52)",1530.193200629161,1547.4545574597432
"(0, 0, 5)","(1, 0, 0, 52)",3448.6722958525115,3469.5094320494554
"(0, 0, 5)","(1, 0, 1, 52)",146717.46298046998,146740.93877193503
"(0, 0, 5)","(1, 1, 0, 52)",1640.6092914725139,1658.3374879245866
"(0, 0, 5)","(1, 1, 1, 52)",1527.506860854904,1547.2341258041408
"(0, 0, 6)","(0, 0, 0, 52)",4517.037386382955,4539.766554888079
"(0, 0, 6)","(0, 0, 1, 52)",146475.58478986836,146499.0028193496
"(0, 0, 6)","(0, 1, 0, 52)",2447.6748606673764,2468.165636463477
"(0, 0, 6)","(0, 1, 1, 52)",1514.516054994736,1534.150833364764
"(0, 0, 6)","(1, 0, 0, 52)",3451.0450411780243,3474.8589111173887
"(0, 0, 6)","(1, 0, 1, 52)",144184.5154067583,144210.8606899247
"(0, 0, 6)","(1, 1, 0, 52)",1642.0748714624822,1662.3356674077081
"(0, 0, 6)","(1, 1, 1, 52)",1510.1110394629736,1532.200165129255
"(0, 1, 0)","(0, 0, 0, 52)",3569.1599913131454,3572.432990871709
"(0, 1, 0)","(0, 0, 1, 52)",5316.388295671609,5322.313984932129
"(0, 1, 0)","(0, 1, 0, 52)",2589.8569518188096,2592.8197964490696
"(0, 1, 0)","(0, 1, 1, 52)",1622.3308975954205,1627.3526166084541
"(0, 1, 0)","(1, 0, 0, 52)",2586.1928230992517,2592.1324496984034
"(0, 1, 0)","(1, 0, 1, 52)",6963.130416728229,6972.018950619008
"(0, 1, 0)","(1, 1, 0, 52)",1633.2507365346469,1638.294313688745
"(0, 1, 0)","(1, 1, 1, 52)",1617.8591156400255,1625.391694159576
"(0, 1, 1)","(0, 0, 0, 52)",3552.2433830018854,3558.779099320012
"(0, 1, 1)","(0, 0, 1, 52)",11635.985688091467,11644.85316926427
"(0, 1, 1)","(0, 1, 0, 52)",2528.2965832365135,2534.208237351716
"(0, 1, 1)","(0, 1, 1, 52)",1582.044685208493,1589.5441142194838
"(0, 1, 1)","(1, 0, 0, 52)",2550.2771023146424,2559.1865422133706
"(0, 1, 1)","(1, 0, 1, 52)",9587.000727020048,9598.824035250453
"(0, 1, 1)","(1, 1, 0, 52)",1622.0437414159176,1629.6091071470646
"(0, 1, 1)","(1, 1, 1, 52)",1582.1222316129902,1592.1214702943112
"(0, 1, 2)","(0, 0, 0, 52)",3522.9241803854434,3532.7122509521582
"(0, 1, 2)","(0, 0, 1, 52)",7803.049435261868,7814.844474823381
"(0, 1, 2)","(0, 1, 0, 52)",2508.141514352184,2516.9877940233187
"(0, 1, 2)","(0, 1, 1, 52)",1558.2547061192365,1568.209251598165
"(0, 1, 2)","(1, 0, 0, 52)",2551.3810462548236,2563.2602994531276
"(0, 1, 2)","(1, 0, 1, 52)",9371.437905347138,9386.18170479903
"(0, 1, 2)","(1, 1, 0, 52)",1614.4380292917294,1624.5251835999256
"(0, 1, 2)","(1, 1, 1, 52)",1564.6969668590507,1577.1401487077114
"(0, 1, 3)","(0, 0, 0, 52)",3505.4481144558654,3518.4780959439763
"(0, 1, 3)","(0, 0, 1, 52)",6667.562985923303,6682.271198036349
"(0, 1, 3)","(0, 1, 0, 52)",2490.307853028745,2502.074422719182
"(0, 1, 3)","(0, 1, 1, 52)",1539.5382648599698,1551.9249489323608
"(0, 1, 3)","(1, 0, 0, 52)",2553.3121023589456,2568.1611688568255
"(0, 1, 3)","(1, 0, 1, 52)",9880.513831154838,9898.163685690493
"(0, 1, 3)","(1, 1, 0, 52)",1618.469934831991,1631.078877717236
"(0, 1, 3)","(1, 1, 1, 52)",1546.1741003504794,1561.0381212373486
"(0, 1, 4)","(0, 0, 0, 52)",3487.541720327552,3503.803087467785
"(0, 1, 4)","(0, 0, 1, 52)",5520.873517018029,5538.480360616813
"(0, 1, 4)","(0, 1, 0, 52)",2470.561447893412,2485.2338175590658
"(0, 1, 4)","(0, 1, 1, 52)",1523.4754287693788,1538.2708774813063
"(0, 1, 4)","(1, 0, 0, 52)",2555.062056755345,2572.880936552801
"(0, 1, 4)","(1, 0, 1, 52)",9941.386468907776,9961.927786439692
"(0, 1, 4)","(1, 1, 0, 52)",1616.6720081328315,1631.8027395951258
"(0, 1, 4)","(1, 1, 1, 52)",1527.8512665195603,1545.1126233501425
"(0, 1, 5)","(0, 0, 0, 52)",3472.2024729458026,3491.6846173787653
"(0, 1, 5)","(0, 0, 1, 52)",10819.855481244296,10840.346257040397
"(0, 1, 5)","(0, 1, 0, 52)",2451.893442229456,2469.4569643403993
"(0, 1, 5)","(0, 1, 1, 52)",1508.2001344001567,1525.3805654739313
"(0, 1, 5)","(1, 0, 0, 52)",2557.0381590658717,2577.826852162904
"(0, 1, 5)","(1, 0, 1, 52)",10925.327572583059,10948.745602064317
"(0, 1, 5)","(1, 1, 0, 52)",1617.1563478163762,1634.8088678557194
"(0, 1, 5)","(1, 1, 1, 52)",1509.0629442396803,1528.6977226097083
"(0, 1, 6)","(0, 0, 0, 52)",3457.0050602812844,3479.697289386702
"(0, 1, 6)","(0, 0, 1, 52)",1961.1599525210797,1984.5197999277048
"(0, 1, 6)","(0, 1, 0, 52)",2433.2677770383525,2453.7076435191493
"(0, 1, 6)","(0, 1, 1, 52)",1488.6477035855885,1508.188913637511
"(0, 1, 6)","(1, 0, 0, 52)",2559.022834565907,2582.781340962515
"(0, 1, 6)","(1, 0, 1, 52)",4337.1387576274055,4363.418585959858
"(0, 1, 6)","(1, 1, 0, 52)",1618.2921585365145,1638.466467152907
"(0, 1, 6)","(1, 1, 1, 52)",1490.461383866033,1512.4452451744457
"(0, 2, 0)","(0, 0, 0, 52)",3697.120865419877,3700.3887235789407
"(0, 2, 0)","(0, 0, 1, 52)",4015.8423014654054,4021.753955580608
"(0, 2, 0)","(0, 1, 0, 52)",2725.862747867165,2728.8185749247664
"(0, 2, 0)","(0, 1, 1, 52)",1686.0379664927045,1691.037585833365
"(0, 2, 0)","(1, 0, 0, 52)",2709.5054004933836,2715.4310897539035
"(0, 2, 0)","(1, 0, 1, 52)",6378.998247529863,6387.865728702667
"(0, 2, 0)","(1, 1, 0, 52)",1705.5143490722658,1710.5360680852993
"(0, 2, 0)","(1, 1, 1, 52)",1697.1332009205464,1704.6326299315372
"(0, 2, 1)","(0, 0, 0, 52)",3607.0311349355934,3613.556515313403
"(0, 2, 1)","(0, 0, 1, 52)",9929.084710353525,9937.930990024659
"(0, 2, 1)","(0, 1, 0, 52)",2612.6942644382284,2618.5917842189847
"(0, 2, 1)","(0, 1, 1, 52)",1603.479852331681,1610.9457614408775
"(0, 2, 1)","(1, 0, 0, 52)",2623.710054617476,2632.598588508256
"(0, 2, 1)","(1, 0, 1, 52)",4443.738633063938,4455.533672625451
"(0, 2, 1)","(1, 1, 0, 52)",1639.7957363705832,1647.3283148901337
"(0, 2, 1)","(1, 1, 1, 52)",1604.325940842877,1614.2804863218055
"(0, 2, 2)","(0, 0, 0, 52)",3574.3341151941067,3584.10660131019
"(0, 2, 2)","(0, 0, 1, 52)",3654.9667081306534,3666.7332778210907
"(0, 2, 2)","(0, 1, 0, 52)",2545.81979909354,2554.644726361368
"(0, 2, 2)","(0, 1, 1, 52)",1565.8104282759346,1575.7197755338475
"(0, 2, 2)","(1, 0, 0, 52)",2618.821264048348,2630.672642569388
"(0, 2, 2)","(1, 0, 1, 52)",6477.591132108906,6492.299344221952
"(0, 2, 2)","(1, 1, 0, 52)",1620.678285897233,1630.7217239233005
"(0, 2, 2)","(1, 1, 1, 52)",1567.7875102103671,1580.1741942827582
"(0, 2, 3)","(0, 0, 0, 52)",3524.151475316573,3537.1605690287593
"(0, 2, 3)","(0, 0, 1, 52)",11060.722819706145,11075.395189371799
"(0, 2, 3)","(0, 1, 0, 52)",2520.797712634815,2532.5356083673378
"(0, 2, 3)","(0, 1, 1, 52)",1544.5059892875888,1556.8355298808617
"(0, 2, 3)","(1, 0, 0, 52)",2616.403431033479,2631.217654184779
"(0, 2, 3)","(1, 0, 1, 52)",3749.41560898147,3767.022452580254
"(0, 2, 3)","(1, 1, 0, 52)",1618.2898632873978,1630.844160819982
"(0, 2, 3)","(1, 1, 1, 52)",1546.1172843072413,1560.9127330191689
"(0, 2, 4)","(0, 0, 0, 52)",3488.9307075034003,3505.1658278642026
"(0, 2, 4)","(0, 0, 1, 52)",10235.983335232242,10253.546857343184
"(0, 2, 4)","(0, 1, 0, 52)",2507.5455683127775,2522.1818367385636
"(0, 2, 4)","(0, 1, 1, 52)",1520.550690676418,1535.2767744539392
"(0, 2, 4)","(1, 0, 0, 52)",2619.34119957475,2637.1182673563094
"(0, 2, 4)","(1, 0, 1, 52)",5292.315874612452,5312.806650408552
"(0, 2, 4)","(1, 1, 0, 52)",1611.2702617393259,1626.3354187784269
"(0, 2, 4)","(1, 1, 1, 52)",1521.3150737148453,1538.4955047886199
"(0, 2, 5)","(0, 0, 0, 52)",3469.170422694221,3488.620904784579
"(0, 2, 5)","(0, 0, 1, 52)",6385.282673402062,6405.722539882859
"(0, 2, 5)","(0, 1, 0, 52)",2483.508764165048,2501.028649720017
"(0, 2, 5)","(0, 1, 1, 52)",1502.8672978965099,1519.965856691942
"(0, 2, 5)","(1, 0, 0, 52)",2619.9810282072317,2640.720940619051
"(0, 2, 5)","(1, 0, 1, 52)",4530.055016947094,4553.414864353719
"(0, 2, 5)","(1, 1, 0, 52)",1609.4573532815389,1627.0333698271568
"(0, 2, 5)","(1, 1, 1, 52)",1503.4622154007766,1523.003425452699
"(0, 2, 6)","(0, 0, 0, 52)",3450.4203102574083,3473.075403997218
"(0, 2, 6)","(0, 0, 1, 52)",9583.917308807759,9607.218547893646
"(0, 2, 6)","(0, 1, 0, 52)",2460.8989933651665,2481.2875775653188
"(0, 2, 6)","(0, 1, 1, 52)",1487.729342255351,1507.1758766460975
"(0, 2, 6)","(1, 0, 0, 52)",2619.8381907908006,2643.5409478328797
"(0, 2, 6)","(1, 0, 1, 52)",9571.799939521723,9598.013833493347
"(0, 2, 6)","(1, 1, 0, 52)",1610.2123253958534,1630.2992014479883
"(0, 2, 6)","(1, 1, 1, 52)",1487.1124798251517,1508.9898310147414
"(1, 0, 0)","(0, 0, 0, 52)",3603.493227321672,3610.049456640133
"(1, 0, 0)","(0, 0, 1, 52)",11837.219449945624,11846.12888984435
"(1, 0, 0)","(0, 1, 0, 52)",2554.877080733755,2560.816707332907
"(1, 0, 0)","(0, 1, 1, 52)",1618.2129040788684,1625.7782698100154
"(1, 0, 0)","(1, 0, 0, 52)",2574.874192454864,2583.783632353592
"(1, 0, 0)","(1, 0, 1, 52)",5841.255988416757,5853.13524161506
"(1, 0, 0)","(1, 1, 0, 52)",1612.4733718629172,1620.0387375940643
"(1, 0, 0)","(1, 1, 1, 52)",1614.0075964427292,1624.0947507509254
"(1, 0, 1)","(0, 0, 0, 52)",3572.345799233991,3582.164797909682
"(1, 0, 1)","(0, 0, 1, 52)",11642.671603493043,11654.522982014083
"(1, 0, 1)","(0, 1, 0, 52)",2529.6574920442717,2538.5460259350516
"(1, 0, 1)","(0, 1, 1, 52)",1597.394925722654,1607.4383637487215
"(1, 0, 1)","(1, 0, 0, 52)",2571.490404089428,2583.369657287732
"(1, 0, 1)","(1, 0, 1, 52)",10037.760625376766,10052.574848528066
"(1, 0, 1)","(1, 1, 0, 52)",1609.922363897227,1620.009518205423
"(1, 0, 1)","(1, 1, 1, 52)",1594.2381055003757,1606.79240303296
"(1, 0, 2)","(0, 0, 0, 52)",3544.387445058307,3557.45887769456
"(1, 0, 2)","(0, 0, 1, 52)",1777.8887785877691,1792.6679138757754
"(1, 0, 2)","(0, 1, 0, 52)",2511.726047699991,2523.549355930396
"(1, 0, 2)","(0, 1, 1, 52)",1580.1037777547851,1592.6028261064364
"(1, 0, 2)","(1, 0, 0, 52)",2570.099178396763,2584.948244894643
"(1, 0, 2)","(1, 0, 1, 52)",2136642481278.9275,2136642481296.6624
"(1, 0, 2)","(1, 1, 0, 52)",1613.3588313367816,1625.9677742220267
"(1, 0, 2)","(1, 1, 1, 52)",1577.791474027823,1592.7903320498044
"(1, 0, 3)","(0, 0, 0, 52)",3525.203417247547,3541.5168681920713
"(1, 0, 3)","(0, 0, 1, 52)",3245201346074.2427,3245201346091.935
"(1, 0, 3)","(0, 1, 0, 52)",2496.088603159903,2510.832402611794
"(1, 0, 3)","(0, 1, 1, 52)",1564.5269041777165,1579.4587223961094
"(1, 0, 3)","(1, 0, 0, 52)",2571.552321706883,2589.371201504339
"(1, 0, 3)","(1, 0, 1, 52)",6832.2110455611855,6852.852364793833
"(1, 0, 3)","(1, 1, 0, 52)",1614.484442973826,1629.6151744361202
"(1, 0, 3)","(1, 1, 1, 52)",1565.075429255835,1582.49588384396
"(1, 0, 4)","(0, 0, 0, 52)",3507.7327298851446,3527.2777021173115
"(1, 0, 4)","(0, 0, 1, 52)",5833.954265268875,5854.545762227141
"(1, 0, 4)","(0, 1, 0, 52)",2482.4048943008356,2500.0547488364914
"(1, 0, 4)","(0, 1, 1, 52)",1545.5694667479988,1562.9108244493464
"(1, 0, 4)","(1, 0, 0, 52)",2573.461027457234,2594.2497205542663
"(1, 0, 4)","(1, 0, 1, 52)",5322.457570478118,5345.990709858993
"(1, 0, 4)","(1, 1, 0, 52)",1613.1387023257084,1630.7912223650517
"(1, 0, 4)","(1, 1, 1, 52)",1546.5821794556784,1566.400873971504
"(1, 0, 5)","(0, 0, 0, 52)",3491.3859478756085,3514.151861871935
"(1, 0, 5)","(0, 0, 1, 52)",2299.431268243975,2322.9070597090204
"(1, 0, 5)","(0, 1, 0, 52)",2464.2648834025076,2484.8062009344226
"(1, 0, 5)","(0, 1, 1, 52)",1528.0025486810628,1547.7298136302995
"(1, 0, 5)","(1, 0, 0, 52)",2574.9734725618023,2598.7319789584103
"(1, 0, 5)","(1, 0, 1, 52)",5283.707219029497,5310.117484427673
"(1, 0, 5)","(1, 1, 0, 52)",1613.8244807604256,1633.998789376818
"(1, 0, 5)","(1, 1, 1, 52)",1529.6863673550347,1551.8795404229259
"(1, 0, 6)","(0, 0, 0, 52)",3476.196433745958,3502.172626323242
"(1, 0, 6)","(0, 0, 1, 52)",4905.412892654445,4931.75817582086
"(1, 0, 6)","(0, 1, 0, 52)",2444.873324386719,2468.291353867977
"(1, 0, 6)","(0, 1, 1, 52)",1508.3315339598107,1530.4206596260922
"(1, 0, 6)","(1, 0, 0, 52)",2578.049827852542,2604.778147548726
"(1, 0, 6)","(1, 0, 1, 52)",9788.53397706455,9817.80651391612
"(1, 0, 6)","(1, 1, 0, 52)",1615.5389308481595,1638.2350280416008
"(1, 0, 6)","(1, 1, 1, 52)",1511.483031879998,1536.026504842533
"(1, 1, 0)","(0, 0, 0, 52)",3570.7628686602147,3577.308867777342
"(1, 1, 0)","(0, 0, 1, 52)",5136.710178407227,5145.598712298007
"(1, 1, 0)","(0, 1, 0, 52)",2555.8379508041926,2561.7636400647125
"(1, 1, 0)","(0, 1, 1, 52)",1610.7694642222198,1618.3020427417703
"(1, 1, 0)","(1, 0, 0, 52)",2541.5838465877014,2550.472380478481
"(1, 1, 0)","(1, 0, 1, 52)",11647.965693890928,11659.817072411968
"(1, 1, 0)","(1, 1, 0, 52)",1606.9908880711332,1614.5234665906837
"(1, 1, 0)","(1, 1, 1, 52)",1606.4063268417335,1616.449764867801
"(1, 1, 1)","(0, 0, 0, 52)",3545.7468565964655,3555.5504310736555
"(1, 1, 1)","(0, 0, 1, 52)",8116.868115926566,8128.691424156971
"(1, 1, 1)","(0, 1, 0, 52)",2526.4892474958287,2535.3567286686325
"(1, 1, 1)","(0, 1, 1, 52)",1578.4050170444018,1588.4042557257228
"(1, 1, 1)","(1, 0, 0, 52)",2525.1795958055927,2537.0309743266325
"(1, 1, 1)","(1, 0, 1, 52)",9189.529643251957,9204.308778539964
"(1, 1, 1)","(1, 1, 0, 52)",1600.2595287632719,1610.3029667893393
"(1, 1, 1)","(1, 1, 1, 52)",1579.9851780195534,1592.4842263712046
"(1, 1, 2)","(0, 0, 0, 52)",3521.8266389855225,3534.877399741142
"(1, 1, 2)","(0, 0, 1, 52)",4111.812872592316,4126.556672044207
"(1, 1, 2)","(0, 1, 0, 52)",2509.945527237908,2521.740566799421
"(1, 1, 2)","(0, 1, 1, 52)",1562.5900024484895,1575.0331842971502
"(1, 1, 2)","(1, 0, 0, 52)",2545.3514196234146,2560.1656427747143
"(1, 1, 2)","(1, 0, 1, 52)",5468.380861827016,5486.073421169285
"(1, 1, 2)","(1, 1, 0, 52)",1601.9559353808536,1614.510232913438
"(1, 1, 2)","(1, 1, 1, 52)",1567.8988575758322,1582.830675794225
"(1, 1, 3)","(0, 0, 0, 52)",3506.547331617784,3522.834808477923
"(1, 1, 3)","(0, 0, 1, 52)",10985.601144357355,11003.25099889301
"(1, 1, 3)","(0, 1, 0, 52)",2491.3067048803414,2506.014916993388
"(1, 1, 3)","(0, 1, 1, 52)",1544.9123955033701,1559.7764163902393
"(1, 1, 3)","(1, 0, 0, 52)",2550.1665461663856,2567.943613947945
"(1, 1, 3)","(1, 0, 1, 52)",6103.97493340354,6124.566430361805
"(1, 1, 3)","(1, 1, 0, 52)",1603.321351565327,1618.386508604428
"(1, 1, 3)","(1, 1, 1, 52)",1546.8850359072048,1564.2263936085524
"(1, 1, 4)","(0, 0, 0, 52)",3489.347952618612,3508.8615931868917
"(1, 1, 4)","(0, 0, 1, 52)",9942.810074927733,9963.351392459648
"(1, 1, 4)","(0, 1, 0, 52)",2472.0810493405515,2489.6878929393356
"(1, 1, 4)","(0, 1, 1, 52)",1527.4508239474255,1544.7121807780077
"(1, 1, 4)","(1, 0, 0, 52)",2551.244596110676,2571.984508522495
"(1, 1, 4)","(1, 0, 1, 52)",5192.62087498896,5216.096666454006
"(1, 1, 4)","(1, 1, 0, 52)",1602.0352392429195,1619.6112557885374
"(1, 1, 4)","(1, 1, 1, 52)",1529.228152024322,1548.9554169735588
"(1, 1, 5)","(0, 0, 0, 52)",3472.0010262078304,3494.7301947129536
"(1, 1, 5)","(0, 0, 1, 52)",683.5976331420395,707.0156626232972
"(1, 1, 5)","(0, 1, 0, 52)",2452.736944706974,2473.2277205030746
"(1, 1, 5)","(0, 1, 1, 52)",1509.5293571834027,1529.1641355534307
"(1, 1, 5)","(1, 0, 0, 52)",2554.5730115852666,2578.2757686273458
"(1, 1, 5)","(1, 0, 1, 52)",3131.3045211097688,3157.6498042761837
"(1, 1, 5)","(1, 1, 0, 52)",1601.1412829012427,1621.2281589533775
"(1, 1, 5)","(1, 1, 1, 52)",1509.0879819669253,1531.1771076332068
"(1, 1, 6)","(0, 0, 0, 52)",3455.362223058153,3481.29619917863
"(1, 1, 6)","(0, 0, 1, 52)",3187.6601253264125,3213.9399536588658
"(1, 1, 6)","(0, 1, 0, 52)",2434.7788889979565,2458.1387364045813
"(1, 1, 6)","(0, 1, 1, 52)",1489.6487384126888,1511.6325997211015
"(1, 1, 6)","(1, 0, 0, 52)",2557.7294477914047,2584.395049463744
"(1, 1, 6)","(1, 0, 1, 52)",1492.8944961718494,1522.0943054301306
"(1, 1, 6)","(1, 1, 0, 52)",1603.5228975339146,1626.1206330925663
"(1, 1, 6)","(1, 1, 1, 52)",1491.639061146008,1516.0655737109112
"(1, 2, 0)","(0, 0, 0, 52)",3660.50618033079,3667.0418966489165
"(1, 2, 0)","(0, 0, 1, 52)",4490.818758182826,4499.68623935563
"(1, 2, 0)","(0, 1, 0, 52)",2649.3907745049055,2655.302428620108
"(1, 2, 0)","(0, 1, 1, 52)",1656.2440390585346,1663.7434680695253
"(1, 2, 0)","(1, 0, 0, 52)",2628.558012656163,2637.425493828967
"(1, 2, 0)","(1, 0, 1, 52)",4836.254712480937,4848.078020711342
"(1, 2, 0)","(1, 1, 0, 52)",1656.5634430300397,1664.0628720410305
"(1, 2, 0)","(1, 1, 1, 52)",1653.0981898768541,1663.0974285581751
"(1, 2, 1)","(0, 0, 0, 52)",3608.3282468000843,3618.116317366799
"(1, 2, 1)","(0, 0, 1, 52)",10009.556155546112,10021.351195107625
"(1, 2, 1)","(0, 1, 0, 52)",2577.8825086672805,2586.728788338415
"(1, 2, 1)","(0, 1, 1, 52)",1593.5978370156222,1603.5523824945508
"(1, 2, 1)","(1, 0, 0, 52)",2571.6647492105067,2583.4880574409117
"(1, 2, 1)","(1, 0, 1, 52)",6723.447147195337,6738.190946647227
