Order,Seasonal Order,AIC,BIC
"(3, 2, 6)","(1, 0, 1, 52)",1155.4689202398688,1190.4207788687015
"(3, 2, 6)","(1, 1, 0, 52)",1555.5004436394217,1582.751148598682
"(3, 2, 6)","(1, 1, 1, 52)",1484.128659834003,1513.2984614201227
"(4, 0, 0)","(0, 0, 0, 52)",3530.5715242826022,3546.8849752271267
"(4, 0, 0)","(0, 0, 1, 52)",11756.830051091412,11774.648930888869
"(4, 0, 0)","(0, 1, 0, 52)",2493.6929159074543,2508.4367153593453
"(4, 0, 0)","(0, 1, 1, 52)",1618.2530470715622,1633.3837785338565
"(4, 0, 0)","(1, 0, 0, 52)",2512.082434920663,2529.774994262932
"(4, 0, 0)","(1, 0, 1, 52)",4474.46052161326,4495.101840845908
"(4, 0, 0)","(1, 1, 0, 52)",1564.2397042860987,1579.1715225044916
"(4, 0, 0)","(1, 1, 1, 52)",1562.5186967757063,1579.9391513638313
"(4, 0, 1)","(0, 0, 0, 52)",3526.05241022151,3545.628551354939
"(4, 0, 1)","(0, 0, 1, 52)",11625.185144007684,11645.925056419504
"(4, 0, 1)","(0, 1, 0, 52)",2495.6320525792244,2513.324611921493
"(4, 0, 1)","(0, 1, 1, 52)",1597.8181541390911,1615.394170684709
"(4, 0, 1)","(1, 0, 0, 52)",2519.4070833324067,2540.048402565054
"(4, 0, 1)","(1, 0, 1, 52)",10864.27923124436,10887.869310367385
"(4, 0, 1)","(1, 1, 0, 52)",1566.0628752373175,1583.4833298254425
"(4, 0, 1)","(1, 1, 1, 52)",1565.4439445227877,1585.3530354806448
"(4, 0, 2)","(0, 0, 0, 52)",3556.2774243485683,3579.1162556709023
"(4, 0, 2)","(0, 0, 1, 52)",3641.084371013158,3664.730987473968
"(4, 0, 2)","(0, 1, 0, 52)",2501.755211851498,2522.3965310841454
"(4, 0, 2)","(0, 1, 1, 52)",1582.8039910917607,1602.802468454403
"(4, 0, 2)","(1, 0, 0, 52)",2520.1134886352875,2543.7035677583126
"(4, 0, 2)","(1, 0, 1, 52)",3668.4206113286386,3694.959450342042
"(4, 0, 2)","(1, 1, 0, 52)",1570.1395923136608,1590.048683271518
"(4, 0, 2)","(1, 1, 1, 52)",1568.2784452133621,1590.6761725409515
"(4, 0, 3)","(0, 0, 0, 52)",3529.9647338082414,3556.0662553194807
"(4, 0, 3)","(0, 0, 1, 52)",11425.53275279716,11452.071591810563
"(4, 0, 3)","(0, 1, 0, 52)",2503.0180768546334,2526.6081559776585
"(4, 0, 3)","(0, 1, 1, 52)",1568.5627689942369,1590.9604963218262
"(4, 0, 3)","(1, 0, 0, 52)",2522.105356777991,2548.6441957913944
"(4, 0, 3)","(1, 0, 1, 52)",6651.948965880241,6681.436564784023
"(4, 0, 3)","(1, 1, 0, 52)",1567.1231844482613,1589.5209117758507
"(4, 0, 3)","(1, 1, 1, 52)",1569.7570073060263,1594.6433710033477
"(4, 0, 4)","(0, 0, 0, 52)",3516.8499667310493,3546.1674250792994
"(4, 0, 4)","(0, 0, 1, 52)",6134.309655922167,6163.72608014826
"(4, 0, 4)","(0, 1, 0, 52)",2483.5198200070377,2509.9946018105215
"(4, 0, 4)","(0, 1, 1, 52)",1550.924531040046,1575.6978991848282
"(4, 0, 4)","(1, 0, 0, 52)",2519.0648645947053,2548.552463498487
"(4, 0, 4)","(1, 0, 1, 52)",7522.245160473,7554.603227121703
"(4, 0, 4)","(1, 1, 0, 52)",1568.2098448331194,1593.096208530441
"(4, 0, 4)","(1, 1, 1, 52)",1551.906676488285,1579.1573814475453
"(4, 0, 5)","(0, 0, 0, 52)",3497.059513515361,3529.5822477958272
"(4, 0, 5)","(0, 0, 1, 52)",10468.811194142902,10501.090407407339
"(4, 0, 5)","(0, 1, 0, 52)",2467.3216442879,2496.666383619207
"(4, 0, 5)","(0, 1, 1, 52)",1535.1941363346841,1562.3191256398845
"(4, 0, 5)","(1, 0, 0, 52)",2521.1324808921854,2553.568839686345
"(4, 0, 5)","(1, 0, 1, 52)",665.6753083452586,700.8889955428269
"(4, 0, 5)","(1, 1, 0, 52)",1568.7470273436793,1596.122027410733
"(4, 0, 5)","(1, 1, 1, 52)",1533.653810222959,1563.244707646814
"(4, 0, 6)","(0, 0, 0, 52)",3482.0597277035085,3517.776992497274
"(4, 0, 6)","(0, 0, 1, 52)",5658.298877012322,5693.4259212342085
"(4, 0, 6)","(0, 1, 0, 52)",2450.4094378680165,2482.609228404746
"(4, 0, 6)","(0, 1, 1, 52)",1513.5601521261115,1543.0123196811535
"(4, 0, 6)","(1, 0, 0, 52)",2525.5683853120217,2560.95350399656
"(4, 0, 6)","(1, 0, 1, 52)",9322.621328113342,9360.675626020386
"(4, 0, 6)","(1, 1, 0, 52)",1571.4351013342646,1601.2987377710504
"(4, 0, 6)","(1, 1, 1, 52)",1516.8432668631772,1548.7497817144729
"(4, 1, 0)","(0, 0, 0, 52)",3508.133986006571,3524.42146286671
"(4, 1, 0)","(0, 0, 1, 52)",11728.621576990314,11746.398644771873
"(4, 1, 0)","(0, 1, 0, 52)",2489.98620368947,2504.6944158025167
"(4, 1, 0)","(0, 1, 1, 52)",1609.2058395638653,1624.2709966029663
"(4, 1, 0)","(1, 0, 0, 52)",2474.318478128068,2491.9683326637237
"(4, 1, 0)","(1, 0, 1, 52)",5765.264667505953,5785.856164464219
"(4, 1, 0)","(1, 1, 0, 52)",1555.9004921075862,1570.7645129944553
"(4, 1, 0)","(1, 1, 1, 52)",1550.7171649989923,1568.0585227003398
"(4, 1, 1)","(0, 0, 0, 52)",3509.8464990479097,3529.3914712800765
"(4, 1, 1)","(0, 0, 1, 52)",1372.2650006484384,1392.9557900516472
"(4, 1, 1)","(0, 1, 0, 52)",2491.311422169418,2508.961276705074
"(4, 1, 1)","(0, 1, 1, 52)",1582.4104122750318,1599.9090799673436
"(4, 1, 1)","(1, 0, 0, 52)",2490.3649238927155,2510.9564208509805
"(4, 1, 1)","(1, 0, 1, 52)",282.43363139385707,305.9667707747315
"(4, 1, 1)","(1, 1, 0, 52)",1550.3410033320915,1567.682361033439
"(4, 1, 1)","(1, 1, 1, 52)",1553.9803481273682,1573.7990426431938
"(4, 1, 2)","(0, 0, 0, 52)",3509.45871840598,3532.2611860101747
"(4, 1, 2)","(0, 0, 1, 52)",11477.107539813616,11500.697618936641
"(4, 1, 2)","(0, 1, 0, 52)",2496.9303450928173,2517.5218420510823
"(4, 1, 2)","(0, 1, 1, 52)",1566.2062664485445,1586.1153574064017
"(4, 1, 2)","(1, 0, 0, 52)",2496.84613076991,2520.379270150784
"(4, 1, 2)","(1, 0, 1, 52)",10740.33130716643,10766.806088969914
"(4, 1, 2)","(1, 1, 0, 52)",1551.9247516014304,1571.743446117256
"(4, 1, 2)","(1, 1, 1, 52)",1550.0329505731972,1572.328981903501
"(4, 1, 3)","(0, 0, 0, 52)",3576.724889294146,3602.7848522703684
"(4, 1, 3)","(0, 0, 1, 52)",4506.382815497984,4532.857597301468
"(4, 1, 3)","(0, 1, 0, 52)",2498.001663880921,2521.5348032617953
"(4, 1, 3)","(0, 1, 1, 52)",1548.1163299290288,1570.4123612593326
"(4, 1, 3)","(1, 0, 0, 52)",2500.0799457439116,2526.5547275473955
"(4, 1, 3)","(1, 0, 1, 52)",2367.6205336105213,2397.0369578366144
"(4, 1, 3)","(1, 1, 0, 52)",1552.7119900268233,1575.008021357127
"(4, 1, 3)","(1, 1, 1, 52)",1550.61849478028,1575.391862925062
"(4, 1, 4)","(0, 0, 0, 52)",3493.5206508542806,3522.7911117067
"(4, 1, 4)","(0, 0, 1, 52)",7274.948763940182,7304.2935032714895
"(4, 1, 4)","(0, 1, 0, 52)",2473.00931050037,2499.419575898546
"(4, 1, 4)","(0, 1, 1, 52)",1532.0111007201651,1556.670181906711
"(4, 1, 4)","(1, 0, 0, 52)",2502.4766280420763,2531.8930522681694
"(4, 1, 4)","(1, 0, 1, 52)",7123.697853266847,7155.977066531284
"(4, 1, 4)","(1, 1, 0, 52)",1550.9558717081557,1575.7292398529378
"(4, 1, 4)","(1, 1, 1, 52)",1532.6578926231405,1559.7828819283409
"(4, 1, 5)","(0, 0, 0, 52)",3477.5330584966796,3510.0032992182846
"(4, 1, 5)","(0, 0, 1, 52)",22.0,54.19979053672925
"(4, 1, 5)","(0, 1, 0, 52)",2451.819066641471,2481.0916034930433
"(4, 1, 5)","(0, 1, 1, 52)",1509.4148501457432,1536.4126704045318
"(4, 1, 5)","(1, 0, 0, 52)",2503.092319409845,2535.4503860585473
"(4, 1, 5)","(1, 0, 1, 52)",8759.50019762892,8794.627241850807
"(4, 1, 5)","(1, 1, 0, 52)",1550.4186778344297,1577.66938279369
"(4, 1, 5)","(1, 1, 1, 52)",1509.6112800580736,1539.0634476131156
"(4, 1, 6)","(0, 0, 0, 52)",3450.3502095232698,3486.009426688926
"(4, 1, 6)","(0, 0, 1, 52)",8948.408612738607,8983.448383848545
"(4, 1, 6)","(0, 1, 0, 52)",2428.5176828330245,2460.6374730171337
"(4, 1, 6)","(0, 1, 1, 52)",1494.6539824159452,1523.9657974938289
"(4, 1, 6)","(1, 0, 0, 52)",2506.0334711012624,2541.333180172574
"(4, 1, 6)","(1, 0, 1, 52)",5237.003991906776,5274.963743942541
"(4, 1, 6)","(1, 1, 0, 52)",1550.5281308229555,1580.256172596694
"(4, 1, 6)","(1, 1, 1, 52)",1496.951863415272,1528.706329749646
"(4, 2, 0)","(0, 0, 0, 52)",3550.1948015574444,3566.4561686976776
"(4, 2, 0)","(0, 0, 1, 52)",11207.501333192362,11225.23629553797
"(4, 2, 0)","(0, 1, 0, 52)",2522.556998383443,2537.2293680490966
"(4, 2, 0)","(0, 1, 1, 52)",1627.4011454747665,1642.400003496748
"(4, 2, 0)","(1, 0, 0, 52)",2506.8929006657545,2524.4997442645385
"(4, 2, 0)","(1, 0, 1, 52)",3497.341829438061,3517.8831469699758
"(4, 2, 0)","(1, 1, 0, 52)",1566.013355973736,1580.8088046856635
"(4, 2, 0)","(1, 1, 1, 52)",1567.6063993681958,1584.867756198778
"(4, 2, 1)","(0, 0, 0, 52)",3549.030568208588,3568.544208776868
"(4, 2, 1)","(0, 0, 1, 52)",4330.329087549382,4350.970406782029
"(4, 2, 1)","(0, 1, 0, 52)",2520.966136151348,2538.572979750132
"(4, 2, 1)","(0, 1, 1, 52)",1585.969435046701,1603.389889634826
"(4, 2, 1)","(1, 0, 0, 52)",2514.9305133401003,2535.4718308720153
"(4, 2, 1)","(1, 0, 1, 52)",3712.3742356665107,3735.850027131556
"(4, 2, 1)","(1, 1, 0, 52)",1556.443060024424,1573.7044168550062
"(4, 2, 1)","(1, 1, 1, 52)",1554.9597209955064,1574.6869859447431
"(4, 2, 2)","(0, 0, 0, 52)",3550.9078084525163,3573.673722448843
"(4, 2, 2)","(0, 0, 1, 52)",2455.1897816637543,2478.7229210446285
"(4, 2, 2)","(0, 1, 0, 52)",2522.9512325096593,2543.4925500415743
"(4, 2, 2)","(0, 1, 1, 52)",1571.310730007634,1591.1294245234596
"(4, 2, 2)","(1, 0, 0, 52)",2505.1478230258117,2528.623614490857
"(4, 2, 2)","(1, 0, 1, 52)",7634.838941641457,7661.249207039633
"(4, 2, 2)","(1, 1, 0, 52)",1554.6022875742672,1574.329552523504
"(4, 2, 2)","(1, 1, 1, 52)",1553.657383358516,1575.8505564264071
"(4, 2, 3)","(0, 0, 0, 52)",3548.3281513909888,3574.346338815362
"(4, 2, 3)","(0, 0, 1, 52)",1956.4541378510967,1982.864403249273
"(4, 2, 3)","(0, 1, 0, 52)",2526.8480337372857,2550.323825202331
"(4, 2, 3)","(0, 1, 1, 52)",1551.0347600454672,1573.2279331133584
"(4, 2, 3)","(1, 0, 0, 52)",2512.060268852564,2538.4705342507405
"(4, 2, 3)","(1, 0, 1, 52)",10902.678825896497,10932.023565227804
"(4, 2, 3)","(1, 1, 0, 52)",1550.589165303837,1572.7823383717282
"(4, 2, 3)","(1, 1, 1, 52)",1552.034380867743,1576.6934620542888
"(4, 2, 4)","(0, 0, 0, 52)",3495.3559417678575,3524.579158417302
"(4, 2, 4)","(0, 0, 1, 52)",2077.4130999661197,2106.685636817692
"(4, 2, 4)","(0, 1, 0, 52)",2501.4935130069434,2527.8387961733583
"(4, 2, 4)","(0, 1, 1, 52)",1525.2891863089112,1549.8326592714463
"(4, 2, 4)","(1, 0, 0, 52)",2516.2062998462648,2545.5510391775715
"(4, 2, 4)","(1, 0, 1, 52)",7585.010052620064,7617.209843156793
"(4, 2, 4)","(1, 1, 0, 52)",1554.8561360913532,1579.515217277899
"(4, 2, 4)","(1, 1, 1, 52)",1537.47379019783,1564.4716104566187
"(4, 2, 5)","(0, 0, 0, 52)",3470.7741554905874,3503.1916256411837
"(4, 2, 5)","(0, 0, 1, 52)",7163.32757025525,7195.44736043936
"(4, 2, 5)","(0, 1, 0, 52)",2476.93660641174,2506.136415670021
"(4, 2, 5)","(0, 1, 1, 52)",1517.6672994784794,1544.5364632998728
"(4, 2, 5)","(1, 0, 0, 52)",2524.6528371795107,2556.9320504439484
"(4, 2, 5)","(1, 0, 1, 52)",7015.769396881993,7050.809167991931
"(4, 2, 5)","(1, 1, 0, 52)",1555.8791842823746,1583.004173587575
"(4, 2, 5)","(1, 1, 1, 52)",1516.4077209265604,1545.719536004444
"(4, 2, 6)","(0, 0, 0, 52)",3454.48123194051,3490.0820935316397
"(4, 2, 6)","(0, 0, 1, 52)",9969.520955470744,10004.472814099576
"(4, 2, 6)","(0, 1, 0, 52)",2457.4104611376188,2489.4496648807153
"(4, 2, 6)","(0, 1, 1, 52)",1483.7297799076302,1512.89958149375
"(4, 2, 6)","(1, 0, 0, 52)",2517.7100166355176,2552.9237038330857
"(4, 2, 6)","(1, 0, 1, 52)",9206.807925447816,9244.672438962385
"(4, 2, 6)","(1, 1, 0, 52)",1539.8214040651756,1569.4123014890306
"(4, 2, 6)","(1, 1, 1, 52)",1485.6329692467034,1517.2335876316665
"(5, 0, 0)","(0, 0, 0, 52)",3510.045238827419,3529.5902110595857
"(5, 0, 0)","(0, 0, 1, 52)",11755.670714805972,11776.459407903005
"(5, 0, 0)","(0, 1, 0, 52)",2478.7011081691767,2496.3509627048325
"(5, 0, 0)","(0, 1, 1, 52)",1620.2528734500074,1637.9053934893507
"(5, 0, 0)","(1, 0, 0, 52)",2499.0524305540034,2519.6439275122684
"(5, 0, 0)","(1, 0, 1, 52)",10800.083270380288,10823.616409761162
"(5, 0, 0)","(1, 1, 0, 52)",1544.8818930853427,1562.2232507866902
"(5, 0, 0)","(1, 1, 1, 52)",1546.9303653696538,1566.7490598854795
"(5, 0, 1)","(0, 0, 0, 52)",3511.668227732983,3534.4706953371774
"(5, 0, 1)","(0, 0, 1, 52)",8905.513095994755,8929.215853036834
"(5, 0, 1)","(0, 1, 0, 52)",2480.69763169807,2501.289128656335
"(5, 0, 1)","(0, 1, 1, 52)",1599.6277354428003,1619.714611494935
"(5, 0, 1)","(1, 0, 0, 52)",2500.842835384052,2524.375974764926
"(5, 0, 1)","(1, 0, 1, 52)",10776.461080136252,10802.935861939735
"(5, 0, 1)","(1, 1, 0, 52)",1548.348801737934,1568.1674962537597
"(5, 0, 1)","(1, 1, 1, 52)",1548.6384726950196,1570.9345040253233
"(5, 0, 2)","(0, 0, 0, 52)",3513.751866199824,3539.811829176046
"(5, 0, 2)","(0, 0, 1, 52)",11593.712173932308,11620.31461745072
"(5, 0, 2)","(0, 1, 0, 52)",2477.5854010712733,2501.1185404521475
"(5, 0, 2)","(0, 1, 1, 52)",1589.558413630123,1612.0567006630954
"(5, 0, 2)","(1, 0, 0, 52)",2503.631183149092,2530.105964952576
"(5, 0, 2)","(1, 0, 1, 52)",10791.30808425297,10820.724508479063
"(5, 0, 2)","(1, 1, 0, 52)",1549.6338457323632,1571.929877062667
"(5, 0, 2)","(1, 1, 1, 52)",1549.8029475208818,1574.576315665664
"(5, 0, 3)","(0, 0, 0, 52)",3515.3585587696925,3544.6760171179426
"(5, 0, 3)","(0, 0, 1, 52)",10753.621264977555,10783.108863881336
"(5, 0, 3)","(0, 1, 0, 52)",2484.1008431234095,2510.5756249268934
"(5, 0, 3)","(0, 1, 1, 52)",1570.8014211225093,1595.6877848198308
"(5, 0, 3)","(1, 0, 0, 52)",2503.85468709912,2533.271111325213
"(5, 0, 3)","(1, 0, 1, 52)",10778.668699255359,10811.026765904062
"(5, 0, 3)","(1, 1, 0, 52)",1551.2174412442957,1575.9908093890779
"(5, 0, 3)","(1, 1, 1, 52)",1553.244484889896,1580.4951898491563
"(5, 0, 4)","(0, 0, 0, 52)",3519.185308585595,3551.760262305873
"(5, 0, 4)","(0, 0, 1, 52)",9545.33716549255,9577.695232141254
"(5, 0, 4)","(0, 1, 0, 52)",2483.8408097200363,2513.2572339461294
"(5, 0, 4)","(0, 1, 1, 52)",1552.0572202624146,1579.3079252216749
"(5, 0, 4)","(1, 0, 0, 52)",2505.1887009779844,2537.5467676266867
"(5, 0, 4)","(1, 0, 1, 52)",11954.75539306998,11990.055102141292
"(5, 0, 4)","(1, 1, 0, 52)",1551.8704897162772,1579.1211946755375
"(5, 0, 4)","(1, 1, 1, 52)",1554.2493868056958,1583.9774285794342
"(5, 0, 5)","(0, 0, 0, 52)",3498.3052011191376,3534.0802088276505
"(5, 0, 5)","(0, 0, 1, 52)",10481.110407113989,10516.324094311558
