Order,Seasonal Order,AIC,BIC
"(5, 1, 3)","(0, 0, 0, 52)",3571.377973123025,3600.6484339754447
"(5, 1, 3)","(0, 0, 1, 52)",4874.545956480284,4903.962380706377
"(5, 1, 3)","(0, 1, 0, 52)",2468.0351139039904,2494.4453793021667
"(5, 1, 3)","(0, 1, 1, 52)",1548.4014766109804,1573.1748447557625
"(5, 1, 3)","(1, 0, 0, 52)",2482.2992846042334,2511.64402393554
"(5, 1, 3)","(1, 0, 1, 52)",5014.789694048976,5047.068907313414
"(5, 1, 3)","(1, 1, 0, 52)",1534.4397631161153,1559.098844302661
"(5, 1, 3)","(1, 1, 1, 52)",1531.2823902820555,1558.407379587256
"(5, 1, 4)","(0, 0, 0, 52)",3495.139810939807,3527.6625452202734
"(5, 1, 4)","(0, 0, 1, 52)",994.601293069059,1026.8805063334967
"(5, 1, 4)","(0, 1, 0, 52)",2472.2747530201923,2501.619492351499
"(5, 1, 4)","(0, 1, 1, 52)",1533.3641232781597,1560.48911258336
"(5, 1, 4)","(1, 0, 0, 52)",2485.798038933646,2518.0772521980834
"(5, 1, 4)","(1, 0, 1, 52)",1017.6311212810533,1052.8448084786216
"(5, 1, 4)","(1, 1, 0, 52)",1534.0222782781218,1561.1472675833222
"(5, 1, 4)","(1, 1, 1, 52)",1532.0706785254952,1561.6615759493502
"(5, 1, 5)","(0, 0, 0, 52)",3471.434591137269,3507.1518559310343
"(5, 1, 5)","(0, 0, 1, 52)",5385.915580550112,5421.042624771999
"(5, 1, 5)","(0, 1, 0, 52)",2457.8950484118177,2490.094838948547
"(5, 1, 5)","(0, 1, 1, 52)",1511.1130870464076,1540.5652546014496
"(5, 1, 5)","(1, 0, 0, 52)",2487.21198118546,2522.425668383028
"(5, 1, 5)","(1, 0, 1, 52)",11029.178306831445,11067.232604738489
"(5, 1, 5)","(1, 1, 0, 52)",1534.484478334264,1564.075375758119
"(5, 1, 5)","(1, 1, 1, 52)",1511.6644130337093,1543.570927885005
"(5, 1, 6)","(0, 0, 0, 52)",3456.002520158665,3494.9034843393806
"(5, 1, 6)","(0, 0, 1, 52)",11221.090434487074,11259.05018652284
"(5, 1, 6)","(0, 1, 0, 52)",2437.0490647696633,2472.088835879601
"(5, 1, 6)","(0, 1, 1, 52)",1496.4659087735045,1528.2203751078787
"(5, 1, 6)","(1, 0, 0, 52)",2489.728661304103,2527.876822434802
"(5, 1, 6)","(1, 0, 1, 52)",6117.606957183483,6158.486690145077
"(5, 1, 6)","(1, 1, 0, 52)",1535.9170337824976,1567.9738393250072
"(5, 1, 6)","(1, 1, 1, 52)",1496.181650599623,1530.3787681904876
"(5, 2, 0)","(0, 0, 0, 52)",3524.8578568858356,3544.3400013187984
"(5, 2, 0)","(0, 0, 1, 52)",11203.19531977318,11223.886109176388
"(5, 2, 0)","(0, 1, 0, 52)",2497.622868448095,2515.186390559038
"(5, 2, 0)","(0, 1, 1, 52)",1621.824004190264,1639.3226718825758
"(5, 2, 0)","(1, 0, 0, 52)",2482.0199575131105,2502.510733309211
"(5, 2, 0)","(1, 0, 1, 52)",6482.97544741078,6506.393476892038
"(5, 2, 0)","(1, 1, 0, 52)",1539.9208673781081,1557.1012984518827
"(5, 2, 0)","(1, 1, 1, 52)",1543.0006534385445,1562.6354318085725
"(5, 2, 1)","(0, 0, 0, 52)",3506.2495953552716,3528.978763860395
"(5, 2, 1)","(0, 0, 1, 52)",2031.3626337748042,2054.9527128978293
"(5, 2, 1)","(0, 1, 0, 52)",2498.719400436631,2519.2101762327316
"(5, 2, 1)","(0, 1, 1, 52)",1590.340172866361,1610.2492638242181
"(5, 2, 1)","(1, 0, 0, 52)",2476.422591961595,2499.840621442853
"(5, 2, 1)","(1, 0, 1, 52)",6846.133932902449,6872.479216068863
"(5, 2, 1)","(1, 1, 0, 52)",1529.039775652895,1548.674554022923
"(5, 2, 1)","(1, 1, 1, 52)",1531.8417164671275,1553.930842133409
"(5, 2, 2)","(0, 0, 0, 52)",3488.20552421066,3514.181716787944
"(5, 2, 2)","(0, 0, 1, 52)",10981.001880149397,11007.47666195288
"(5, 2, 2)","(0, 1, 0, 52)",2514.1959245752864,2537.613954056544
"(5, 2, 2)","(0, 1, 1, 52)",1557.3653737551913,1579.661405085495
"(5, 2, 2)","(1, 0, 0, 52)",2489.514128006162,2515.859411172577
"(5, 2, 2)","(1, 0, 1, 52)",2409.1765378554464,2438.4490747070186
"(5, 2, 2)","(1, 1, 0, 52)",1531.6485703585881,1553.7376960248696
"(5, 2, 2)","(1, 1, 1, 52)",1525.9175952292546,1550.4610681917898
"(5, 2, 3)","(0, 0, 0, 52)",3485.4381945881887,3514.6614112376333
"(5, 2, 3)","(0, 0, 1, 52)",4100.5935569711655,4129.938296302473
"(5, 2, 3)","(0, 1, 0, 52)",2501.4933755089746,2527.8386586753895
"(5, 2, 3)","(0, 1, 1, 52)",1551.6434686863145,1576.3025498728603
"(5, 2, 3)","(1, 0, 0, 52)",2480.0364778942567,2509.309014745829
"(5, 2, 3)","(1, 0, 1, 52)",4119.416127677263,4151.615918213992
"(5, 2, 3)","(1, 1, 0, 52)",1532.8842899116669,1557.427762874202
"(5, 2, 3)","(1, 1, 1, 52)",1533.6924463180442,1560.6902665768328
"(5, 2, 4)","(0, 0, 0, 52)",3520.110990134748,3552.581230856353
"(5, 2, 4)","(0, 0, 1, 52)",2079.0560368568676,2111.255827393597
"(5, 2, 4)","(0, 1, 0, 52)",2488.247526188955,2517.520063040527
"(5, 2, 4)","(0, 1, 1, 52)",1534.8361025677937,1561.8339228265822
"(5, 2, 4)","(1, 0, 0, 52)",2499.89749857509,2532.0972891118195
"(5, 2, 4)","(1, 0, 1, 52)",8728.89194103666,8764.018985258546
"(5, 2, 4)","(1, 1, 0, 52)",1534.3575941030758,1561.3554143618644
"(5, 2, 4)","(1, 1, 1, 52)",1536.0792141000895,1565.5313816551316
"(5, 2, 5)","(0, 0, 0, 52)",3529.729641713626,3565.388858879282
"(5, 2, 5)","(0, 0, 1, 52)",10752.389784307808,10787.429555417746
"(5, 2, 5)","(0, 1, 0, 52)",2485.4273223067275,2517.5471124908368
"(5, 2, 5)","(0, 1, 1, 52)",1515.5521333674214,1544.8639484453051
"(5, 2, 5)","(1, 0, 0, 52)",2503.2115388090924,2538.338583030979
"(5, 2, 5)","(1, 0, 1, 52)",6314.412075709452,6352.371827745218
"(5, 2, 5)","(1, 1, 0, 52)",1535.155498827071,1564.607666382113
"(5, 2, 5)","(1, 1, 1, 52)",1516.985962629786,1548.74042896416
"(5, 2, 6)","(0, 0, 0, 52)",3476.3629727620228,3515.200276315982
"(5, 2, 6)","(0, 0, 1, 52)",8255.658406923825,8293.522920438394
"(5, 2, 6)","(0, 1, 0, 52)",2454.9746467728573,2489.92650540169
"(5, 2, 6)","(0, 1, 1, 52)",1485.7784254369528,1517.379043821916
"(5, 2, 6)","(1, 0, 0, 52)",2506.255607777942,2544.3099056849856
"(5, 2, 6)","(1, 0, 1, 52)",2002.5651123303523,2043.342280730657
"(5, 2, 6)","(1, 1, 0, 52)",1522.177488562322,1554.0840034136177
"(5, 2, 6)","(1, 1, 1, 52)",1488.2382382875105,1522.269673471317
"(6, 0, 0)","(0, 0, 0, 52)",3493.355923877734,3516.1218378740605
"(6, 0, 0)","(0, 0, 1, 52)",11756.892426274706,11780.650932671313
"(6, 0, 0)","(0, 1, 0, 52)",2462.3953494596117,2482.9366669915266
"(6, 0, 0)","(0, 1, 1, 52)",1619.728569953426,1639.9028785698183
"(6, 0, 0)","(1, 0, 0, 52)",2482.210938573824,2505.6867300388694
"(6, 0, 0)","(1, 0, 1, 52)",10718.873710438927,10745.283975837103
"(6, 0, 0)","(1, 1, 0, 52)",1525.9735392587627,1545.7008042079995
"(6, 0, 0)","(1, 1, 1, 52)",1525.995567754974,1548.1887408228652
"(6, 0, 1)","(0, 0, 0, 52)",3494.204710564766,3520.2228979891393
"(6, 0, 1)","(0, 0, 1, 52)",11666.717183354896,11693.382785027236
"(6, 0, 1)","(0, 1, 0, 52)",2463.837502474636,2487.3132939396814
"(6, 0, 1)","(0, 1, 1, 52)",1601.337444342196,1623.9351799008477
"(6, 0, 1)","(1, 0, 0, 52)",2483.8935756736855,2510.303841071862
"(6, 0, 1)","(1, 0, 1, 52)",4212.464522112368,4241.8092614436755
"(6, 0, 1)","(1, 1, 0, 52)",1529.9361873264754,1552.1293603943666
"(6, 0, 1)","(1, 1, 1, 52)",1530.9060789201544,1555.5651601067002
"(6, 0, 2)","(0, 0, 0, 52)",3495.723122352074,3524.9935832044935
"(6, 0, 2)","(0, 0, 1, 52)",10288.649077393944,10318.207347969957
"(6, 0, 2)","(0, 1, 0, 52)",2463.345152737954,2489.75541813613
"(6, 0, 2)","(0, 1, 1, 52)",1586.1816958788584,1611.179792582161
"(6, 0, 2)","(1, 0, 0, 52)",2485.2361941406616,2514.5809334719684
"(6, 0, 2)","(1, 0, 1, 52)",10707.136028499142,10739.41524176358
"(6, 0, 2)","(1, 1, 0, 52)",1530.9141331568383,1555.573214343384
"(6, 0, 2)","(1, 1, 1, 52)",1532.4668320409698,1559.5918213461703
"(6, 0, 3)","(0, 0, 0, 52)",5104.48426417254,5137.006998453006
"(6, 0, 3)","(0, 0, 1, 52)",,
"(6, 0, 3)","(0, 1, 0, 52)",2467.689187994443,2497.0339273257496
"(6, 0, 3)","(0, 1, 1, 52)",1571.351916298631,1598.7269163656847
"(6, 0, 3)","(1, 0, 0, 52)",3862.4546233469127,3894.7338366113504
"(6, 0, 3)","(1, 0, 1, 52)",19444380.330320694,19444415.54400789
"(6, 0, 3)","(1, 1, 0, 52)",1535.97865455941,1563.1036438646104
"(6, 0, 3)","(1, 1, 1, 52)",1536.486147522039,1566.077044945894
"(6, 0, 4)","(0, 0, 0, 52)",3656.2633105792984,3692.0383182878113
"(6, 0, 4)","(0, 0, 1, 52)",9775.367499030963,9810.667208102275
"(6, 0, 4)","(0, 1, 0, 52)",2467.007798325292,2499.2870115897294
"(6, 0, 4)","(0, 1, 1, 52)",1556.1705602491445,1585.898602022883
"(6, 0, 4)","(1, 0, 0, 52)",2489.1469023778272,2524.3605895753954
"(6, 0, 4)","(1, 0, 1, 52)",2255.117235767367,2293.2653968980662
"(6, 0, 4)","(1, 1, 0, 52)",1536.7750673176674,1566.3659647415225
"(6, 0, 4)","(1, 1, 1, 52)",1536.669626779029,1568.7264323215386
"(6, 0, 5)","(0, 0, 0, 52)",3500.766736780989,3539.7940179175484
"(6, 0, 5)","(0, 0, 1, 52)",11284.020336396883,11322.168497527582
"(6, 0, 5)","(0, 1, 0, 52)",2465.9143187884874,2501.1280059860555
"(6, 0, 5)","(0, 1, 1, 52)",1536.8325727030656,1568.8893782455752
"(6, 0, 5)","(1, 0, 0, 52)",2490.040163616499,2528.188324747198
"(6, 0, 5)","(1, 0, 1, 52)",10686.831581538914,10727.914216602743
"(6, 0, 5)","(1, 1, 0, 52)",1537.0513348965649,1569.1081404390745
"(6, 0, 5)","(1, 1, 1, 52)",1538.8361167274966,1573.3588303886609
"(6, 0, 6)","(0, 0, 0, 52)",3486.5423190290485,3528.753631967135
"(6, 0, 6)","(0, 0, 1, 52)",11237.858219484855,11278.839771077055
"(6, 0, 6)","(0, 1, 0, 52)",2448.90562597427,2486.959923881314
"(6, 0, 6)","(0, 1, 1, 52)",1514.2735265268855,1548.6343886744346
"(6, 0, 6)","(1, 0, 0, 52)",2493.143896075623,2534.226531139453
"(6, 0, 6)","(1, 0, 1, 52)",8861.747382189757,8905.656187467115
"(6, 0, 6)","(1, 1, 0, 52)",1535.458576598438,1569.9812902596022
"(6, 0, 6)","(1, 1, 1, 52)",1519.3375108900366,1556.1527203338392
"(6, 1, 0)","(0, 0, 0, 52)",3474.9192111337047,3497.648379638828
"(6, 1, 0)","(0, 0, 1, 52)",11729.370127458868,11753.072884500947
"(6, 1, 0)","(0, 1, 0, 52)",2454.1649019611314,2474.655677757232
"(6, 1, 0)","(0, 1, 1, 52)",1610.0310136266476,1630.1178896787824
"(6, 1, 0)","(1, 0, 0, 52)",2441.8546995171064,2465.272728998364
"(6, 1, 0)","(1, 0, 1, 52)",5611.881542346671,5638.226825513086
"(6, 1, 0)","(1, 1, 0, 52)",1515.5534986327527,1535.1882770027808
"(6, 1, 0)","(1, 1, 1, 52)",1512.9138810762333,1535.0030067425148
"(6, 1, 1)","(0, 0, 0, 52)",3475.5145905096506,3501.4907830869347
"(6, 1, 1)","(0, 0, 1, 52)",724.0771766230337,750.679620141445
"(6, 1, 1)","(0, 1, 0, 52)",2453.135647965337,2476.5536774465945
"(6, 1, 1)","(0, 1, 1, 52)",1584.3700129044448,1606.8682999374173
"(6, 1, 1)","(1, 0, 0, 52)",2463.7270024459267,2490.0722856123416
"(6, 1, 1)","(1, 0, 1, 52)",4413.227428449403,4442.499965300975
"(6, 1, 1)","(1, 1, 0, 52)",1517.6697698041519,1539.7588954704333
"(6, 1, 1)","(1, 1, 1, 52)",1518.0178534771435,1542.5613264396786
"(6, 1, 2)","(0, 0, 0, 52)",3477.523180721023,3506.7463973704675
"(6, 1, 2)","(0, 0, 1, 52)",4531.896390241632,4561.383989145414
"(6, 1, 2)","(0, 1, 0, 52)",2454.902128443091,2481.247411609506
"(6, 1, 2)","(0, 1, 1, 52)",1567.7114000601784,1592.5977637575
"(6, 1, 2)","(1, 0, 0, 52)",2464.8546698025275,2494.1272066540996
"(6, 1, 2)","(1, 0, 1, 52)",7177.422332497426,7209.622123034155
"(6, 1, 2)","(1, 1, 0, 52)",1517.080574821543,1541.6240477840781
"(6, 1, 2)","(1, 1, 1, 52)",1513.8578859694808,1540.8557062282694
"(6, 1, 3)","(0, 0, 0, 52)",3518.3341427791856,3550.8043835007907
"(6, 1, 3)","(0, 0, 1, 52)",3151.3723426033293,3183.7304092520317
"(6, 1, 3)","(0, 1, 0, 52)",2455.417554227262,2484.690091078834
"(6, 1, 3)","(0, 1, 1, 52)",1547.3678669866256,1574.6185719458858
"(6, 1, 3)","(1, 0, 0, 52)",2465.006027756677,2497.2058182934065
"(6, 1, 3)","(1, 0, 1, 52)",2909.3988523844782,2944.5258966063648
"(6, 1, 3)","(1, 1, 0, 52)",1518.0140998783522,1545.0119201371408
"(6, 1, 3)","(1, 1, 1, 52)",1522.412087452004,1551.864255007046
"(6, 1, 4)","(0, 0, 0, 52)",3473.9419054824725,3509.659170276238
"(6, 1, 4)","(0, 0, 1, 52)",11360.075182112552,11395.288869310121
"(6, 1, 4)","(0, 1, 0, 52)",2450.214416410794,2482.4142069475233
"(6, 1, 4)","(0, 1, 1, 52)",1535.3862715606417,1564.9771689844968
"(6, 1, 4)","(1, 0, 0, 52)",2469.0065836253398,2504.1336278472263
"(6, 1, 4)","(1, 0, 1, 52)",3003.554584741182,3041.608882648226
"(6, 1, 4)","(1, 1, 0, 52)",1518.3165423547994,1547.7687099098414
"(6, 1, 4)","(1, 1, 1, 52)",1515.8812951877273,1547.787810039023
"(6, 1, 5)","(0, 0, 0, 52)",3473.0891101580883,3512.053399024014
"(6, 1, 5)","(0, 0, 1, 52)",4959.842047918232,4997.896345825276
"(6, 1, 5)","(0, 1, 0, 52)",2460.8904762222483,2496.017520444135
"(6, 1, 5)","(0, 1, 1, 52)",1509.9051008338788,1541.8116156851745
"(6, 1, 5)","(1, 0, 0, 52)",2471.2673119605047,2509.3216098675484
"(6, 1, 5)","(1, 0, 1, 52)",3383.62089423343,3424.602445825631
"(6, 1, 5)","(1, 1, 0, 52)",1519.6815186290285,1551.5880334803242
"(6, 1, 5)","(1, 1, 1, 52)",1511.2229786823073,1545.5838408298564
"(6, 1, 6)","(0, 0, 0, 52)",3457.5343746599656,3499.677085855741
"(6, 1, 6)","(0, 0, 1, 52)",8068.587649623042,8109.467382584636
"(6, 1, 6)","(0, 1, 0, 52)",2440.270528269857,2478.2302803056227
"(6, 1, 6)","(0, 1, 1, 52)",1498.0831548161982,1532.2802724070627
"(6, 1, 6)","(1, 0, 0, 52)",2472.8250185034294,2513.8065700956304
"(6, 1, 6)","(1, 0, 1, 52)",9441.986049978168,9485.78576386559
"(6, 1, 6)","(1, 1, 0, 52)",1514.8659710692727,1549.226833216822
"(6, 1, 6)","(1, 1, 1, 52)",1496.360525480243,1533.0002943275979
"(6, 2, 0)","(0, 0, 0, 52)",3505.411905986879,3528.1041350922965
"(6, 2, 0)","(0, 0, 1, 52)",11202.656085298757,11226.302701759567
"(6, 2, 0)","(0, 1, 0, 52)",2478.459742230104,2498.899608710901
"(6, 2, 0)","(0, 1, 1, 52)",1620.8229368404777,1640.8214142031197
"(6, 2, 0)","(1, 0, 0, 52)",2479.5558370404265,2502.9156844470513
"(6, 2, 0)","(1, 0, 1, 52)",10757.014107383018,10783.293935715472
"(6, 2, 0)","(1, 1, 0, 52)",1525.8204861239817,1545.3616961759042
"(6, 2, 0)","(1, 1, 1, 52)",1525.722018951103,1547.7058802595159
"(6, 2, 1)","(0, 0, 0, 52)",3482.129570150665,3508.063546271142
"(6, 2, 1)","(0, 0, 1, 52)",11048.877235249818,11075.416074263221
"(6, 2, 1)","(0, 1, 0, 52)",2473.0588848061143,2496.418732212739
"(6, 2, 1)","(0, 1, 1, 52)",1588.284182843635,1610.6819101712244
"(6, 2, 1)","(1, 0, 0, 52)",2467.8712116994966,2494.15104003195
"(6, 2, 1)","(1, 0, 1, 52)",3231.8440568018086,3261.04386606009
"(6, 2, 1)","(1, 1, 0, 52)",1516.8401520287323,1538.824013337145
"(6, 2, 1)","(1, 1, 1, 52)",1514.911389974477,1539.3379025393801
"(6, 2, 2)","(0, 0, 0, 52)",3471.390253817852,3500.565976953389
"(6, 2, 2)","(0, 0, 1, 52)",7932.544106642748,7961.9605308688415
"(6, 2, 2)","(0, 1, 0, 52)",2474.7978772738943,2501.0777056063475
"(6, 2, 2)","(0, 1, 1, 52)",1560.3709939592873,1585.1443621040694
"(6, 2, 2)","(1, 0, 0, 52)",2472.976681372957,2502.1764906312383
"(6, 2, 2)","(1, 0, 1, 52)",3818.297168185716,3850.4169583698254
"(6, 2, 2)","(1, 1, 0, 52)",1518.9952363727875,1543.4217489376906
"(6, 2, 2)","(1, 1, 1, 52)",1517.1103304436238,1543.9794942650171
"(6, 2, 3)","(0, 0, 0, 52)",3468.6373197458906,3501.054789896487
"(6, 2, 3)","(0, 0, 1, 52)",2122.9134148163084,2155.192628080746
"(6, 2, 3)","(0, 1, 0, 52)",2480.6765877383114,2509.8763969965926
"(6, 2, 3)","(0, 1, 1, 52)",1552.7019196604863,1579.8269089656867
"(6, 2, 3)","(1, 0, 0, 52)",2462.809765925742,2494.929556109851
"(6, 2, 3)","(1, 0, 1, 52)",4114.178300189731,4149.218071299669
"(6, 2, 3)","(1, 1, 0, 52)",1517.3342511852427,1544.203415006636
"(6, 2, 3)","(1, 1, 1, 52)",1515.7646570471875,1545.0764721250712
"(6, 2, 4)","(0, 0, 0, 52)",3501.84964545666,3537.508862622316
"(6, 2, 4)","(0, 0, 1, 52)",4591.097403138834,4626.224447360721
"(6, 2, 4)","(0, 1, 0, 52)",2487.268279227489,2519.3880694115983
"(6, 2, 4)","(0, 1, 1, 52)",1535.9786165016567,1565.4307840566987
"(6, 2, 4)","(1, 0, 0, 52)",2469.1545862016533,2504.194357311591
"(6, 2, 4)","(1, 0, 1, 52)",972.8948103300932,1010.8545623658588
"(6, 2, 4)","(1, 1, 0, 52)",1520.2084319669636,1549.5202470448473
"(6, 2, 4)","(1, 1, 1, 52)",1516.1947330937915,1547.9491994281657
"(6, 2, 5)","(0, 0, 0, 52)",3495.368722315281,3534.2696864959967
"(6, 2, 5)","(0, 0, 1, 52)",10750.317779101162,10788.277531136928
"(6, 2, 5)","(0, 1, 0, 52)",2485.10724568945,2520.1470167993875
"(6, 2, 5)","(0, 1, 1, 52)",1517.3091664717479,1549.0636328061219
"(6, 2, 5)","(1, 0, 0, 52)",2485.394843507766,2523.3545955435316
"(6, 2, 5)","(1, 0, 1, 52)",8427.84615378858,8468.725886750173
"(6, 2, 5)","(1, 1, 0, 52)",1517.867066533101,1549.6215328674753
"(6, 2, 5)","(1, 1, 1, 52)",1515.9753737700864,1550.172491360951
"(6, 2, 6)","(0, 0, 0, 52)",3484.5839794258463,3526.6577249426355
"(6, 2, 6)","(0, 0, 1, 52)",3445.3321940641567,3486.1093624644614
"(6, 2, 6)","(0, 1, 0, 52)",2463.9940819671538,2501.8585954817227
"(6, 2, 6)","(0, 1, 1, 52)",1489.0539835568181,1523.0854187406246
"(6, 2, 6)","(1, 0, 0, 52)",2467.7575101323573,2508.637243093951
"(6, 2, 6)","(1, 0, 1, 52)",3572.4358058411194,3616.12562912716
"(6, 2, 6)","(1, 1, 0, 52)",1519.9923388123354,1554.1894564032
"(6, 2, 6)","(1, 1, 1, 52)",1491.2740682189335,1527.736320201583
